EXISTING_INFO_ID,PROGRAM_SITE_ID,SITE_TYPE,PROGRAM_NAME,BASIN_NAME,GSA_NAME,GSP_NAME,MONITORING_NETWORK_TYPE,SUSTAINABILITY_INDICATORS,PRINCIPAL_AQUIFER,URL_SITE,LOCATION_DESCRIPTION,ADDITIONAL_COMMENTS,COUNTY,CREATED_DT,UPDATED_DT
720,AGL020012823-AG WELL,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020012823&assigned_name=AG+WELL&store_num=,,,Monterey,01/21/2020 14:10,01/21/2020 14:10
723,AGL020003834-WELL,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020003834&assigned_name=WELL&store_num=,,,Monterey,01/21/2020 14:10,01/21/2020 14:10
735,AGL020003517-AG_WELL,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020003517&assigned_name=AG%5FWELL&store_num=,,,Monterey,01/21/2020 14:10,01/21/2020 14:10
740,AGL020009002-DOLAN_WELL,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020009002&assigned_name=DOLAN%5FWELL&store_num=,,,Monterey,01/21/2020 14:10,01/21/2020 14:10
742,AGL020005192-AG_WELL_SU,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020005192&assigned_name=AG%5FWELL%5FSU&store_num=,,,Monterey,01/21/2020 14:10,01/21/2020 14:10
749,AGL020004214-AZEVEDO,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020004214&assigned_name=AZEVEDO&store_num=,,,Monterey,01/21/2020 14:10,01/21/2020 14:10
753,"345351119323102",Groundwater Wells,United States Geological Survey National Water Information System,3-013 Cuyama Valley,Cuyama Basin GSA,,SGMA Representative,"Groundwater Levels,Groundwater Storage,Water Quality",,https://nwis.waterdata.usgs.gov/nwis/inventory/?site_no=345351119323102&agency_cd=USGS,,Opti ID 316,Santa Barbara,01/22/2020 11:27,01/22/2020 11:27
763,"345847119534901",Groundwater Wells,United States Geological Survey Groundwater Levels for the Nation,3-013 Cuyama Valley,Cuyama Basin GSA,,SGMA Representative,"Groundwater Levels,Groundwater Storage",,"https://nwis.waterdata.usgs.gov/nwis/gwlevels/?site_no=345847119534901&agency_cd=USGS&amp;",,Opti ID 571,Santa Barbara,01/22/2020 11:27,01/22/2020 11:27
764,"345905119481801",Groundwater Wells,United States Geological Survey Groundwater Levels for the Nation,3-013 Cuyama Valley,Cuyama Basin GSA,,SGMA Representative,"Groundwater Levels,Groundwater Storage",,"https://nwis.waterdata.usgs.gov/nwis/gwlevels/?site_no=345905119481801&agency_cd=USGS&amp;",,Opti ID 573,Santa Barbara,01/22/2020 11:27,01/22/2020 11:27
781,2000511-001,Groundwater Wells,DDW,5-022.05 Chowchilla,Chowchilla Water District GSA,,SGMA Representative,Water Quality,,https://www.waterboards.ca.gov/drinking_water/certlic/drinkingwater/EDTlibrary.html,,,Madera,01/23/2020 10:59,01/23/2020 10:59
784,2010001-008,Groundwater Wells,DDW,5-022.05 Chowchilla,Chowchilla Water District GSA,,SGMA Representative,Water Quality,,https://www.waterboards.ca.gov/drinking_water/certlic/drinkingwater/EDTlibrary.html,,,Madera,01/23/2020 10:59,01/23/2020 10:59
793,1010029-017,Groundwater Wells,SWRCB GAMA,5-022.08 Kings,South Kings GSA,Kings_SouthKings_Adopted,SGMA Representative,Water Quality,Unknown,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/,CITY OF SANGER,,Fresno,01/23/2020 14:23,01/23/2020 14:23
809,1010029-019,Groundwater Wells,SWRCB GAMA,5-022.08 Kings,South Kings GSA,Kings_SouthKings_Adopted,SGMA Representative,Water Quality,Unknown,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/,CITY OF SANGER,,Fresno,01/23/2020 14:23,01/23/2020 14:23
817,1010019-011,Groundwater Wells,SWRCB GAMA,5-022.08 Kings,South Kings GSA,Kings_SouthKings_Adopted,SGMA Representative,Water Quality,Unknown,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/,"KINGSBURG, CITY OF",,Fresno,01/23/2020 14:23,01/23/2020 14:23
849,1010024-030,Groundwater Wells,SWRCB GAMA,5-022.08 Kings,Central Kings GSA,Kings_CentralKings_Adopted,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/Default.asp,W0601010024,,Fresno,01/23/2020 15:08,01/23/2020 15:08
854,1000462-002,Groundwater Wells,SWRCB GAMA,5-022.08 Kings,Central Kings GSA,Kings_CentralKings_Adopted,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/Default.asp,W0601000462,,Fresno,01/23/2020 15:08,01/23/2020 15:08
864,5400537-001,Groundwater Wells,SWRCB GAMA,5-022.08 Kings,Central Kings GSA,Kings_CentralKings_Adopted,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/Default.asp,W0605400537,,Tulare,01/23/2020 15:08,01/23/2020 15:08
870,1000324-001,Groundwater Wells,SWRCB GAMA,5-022.08 Kings,Central Kings GSA,Kings_CentralKings_Adopted,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/Default.asp,W0601000324,,Fresno,01/23/2020 15:08,01/23/2020 15:08
893,1000315-003,Groundwater Wells,SWRCB GAMA,5-022.08 Kings,Central Kings GSA,Kings_CentralKings_Adopted,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/Default.asp,W0601000315,,Fresno,01/23/2020 15:08,01/23/2020 15:08
902,1000526-001,Groundwater Wells,SWRCB GAMA,5-022.08 Kings,Central Kings GSA,Kings_CentralKings_Adopted,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/Default.asp,W0601000526,,Fresno,01/23/2020 15:08,01/23/2020 15:08
909,1000194-001,Groundwater Wells,SWRCB GAMA,5-022.08 Kings,Central Kings GSA,Kings_CentralKings_Adopted,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/Default.asp,W0601000194,,Fresno,01/23/2020 15:08,01/23/2020 15:08
912,1000486-002,Groundwater Wells,SWRCB GAMA,5-022.08 Kings,Central Kings GSA,Kings_CentralKings_Adopted,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/Default.asp,W0601000486,,Fresno,01/23/2020 15:08,01/23/2020 15:08
939,2000938-001,Groundwater Wells,DDW,5-022.06 Madera,County of Madera GSA - Madera,Madera Subbasin Joint GSP,SGMA Representative,"Water Quality,Water Quality",,https://www.waterboards.ca.gov/drinking_water/certlic/drinkingwater/EDTlibrary.html,,,Madera,01/23/2020 16:32,01/23/2020 16:32
995,AGL020001689,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.06 Paso Robles Area,County of San Luis Obispo GSA - Paso Robles Area,,SGMA Representative,"Water Quality,Water Quality,Water Quality",Unknown,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020001689&assigned_name=ALS&store_num=,,,San Luis Obispo,01/23/2020 16:51,01/23/2020 16:51
996,AGL020001800,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.06 Paso Robles Area,County of San Luis Obispo GSA - Paso Robles Area,,SGMA Representative,"Water Quality,Water Quality,Water Quality",Unknown,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020001800&assigned_name=DW1&store_num=,,,San Luis Obispo,01/23/2020 16:51,01/23/2020 16:51
997,AGL020003900,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.06 Paso Robles Area,County of San Luis Obispo GSA - Paso Robles Area,,SGMA Representative,"Water Quality,Water Quality,Water Quality",Unknown,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020003900&assigned_name=DW1&store_num=,,,San Luis Obispo,01/23/2020 16:51,01/23/2020 16:51
1001,AGL020007128,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.06 Paso Robles Area,County of San Luis Obispo GSA - Paso Robles Area,,SGMA Representative,"Water Quality,Water Quality,Water Quality",Unknown,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020007128&assigned_name=AG+WELL&store_num=,,,San Luis Obispo,01/23/2020 16:51,01/23/2020 16:51
1003,AGL020007593,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.06 Paso Robles Area,County of San Luis Obispo GSA - Paso Robles Area,,SGMA Representative,"Water Quality,Water Quality,Water Quality",Unknown,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020007593&assigned_name=AG1&store_num=,,,San Luis Obispo,01/23/2020 16:51,01/23/2020 16:51
1011,AGL020013814,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.06 Paso Robles Area,County of San Luis Obispo GSA - Paso Robles Area,,SGMA Representative,"Water Quality,Water Quality,Water Quality",Unknown,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020013814&assigned_name=DOM1&store_num=,,,San Luis Obispo,01/23/2020 16:51,01/23/2020 16:51
1014,AGL020016382,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.06 Paso Robles Area,County of San Luis Obispo GSA - Paso Robles Area,,SGMA Representative,"Water Quality,Water Quality,Water Quality",Unknown,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020016382&assigned_name=DW1&store_num=,,,San Luis Obispo,01/23/2020 16:51,01/23/2020 16:51
1017,AGL020028348,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.06 Paso Robles Area,County of San Luis Obispo GSA - Paso Robles Area,,SGMA Representative,"Water Quality,Water Quality,Water Quality",Unknown,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020028348&assigned_name=DJV+FILTER&store_num=,,,San Luis Obispo,01/23/2020 16:51,01/23/2020 16:51
1037,S3-MACK-K05,Groundwater Wells,SWRCB GAMA,5-022.08 Kings,James GSA,Kings_James_Adopted,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/,S1,,Fresno,01/24/2020 16:21,01/24/2020 16:21
1038,KING-31,Groundwater Wells,SWRCB GAMA,5-022.08 Kings,James GSA,Kings_James_Adopted,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/,S2,,Fresno,01/24/2020 16:21,01/24/2020 16:21
1040,1010034-003,Groundwater Wells,SWRCB GAMA,5-022.08 Kings,James GSA,Kings_James_Adopted,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/,M2,,Fresno,01/24/2020 16:21,01/24/2020 16:21
1043,5403023-002,Groundwater Wells,SWRCB GAMA,5-022.08 Kings,Kings River East GSA,Kings_KingsRiverEast_Adopted,SGMA Representative,Water Quality,Unknown,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/,WELL 02 - RAW,,Tulare,01/27/2020 12:48,01/27/2020 12:48
1052,5400824-003,Groundwater Wells,SWRCB GAMA,5-022.08 Kings,Kings River East GSA,Kings_KingsRiverEast_Adopted,SGMA Representative,Water Quality,Unknown,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/,WELL 03 - MAIN RAW,,Tulare,01/27/2020 12:48,01/27/2020 12:48
1056,5410001-008,Groundwater Wells,SWRCB GAMA,5-022.08 Kings,Kings River East GSA,Kings_KingsRiverEast_Adopted,SGMA Representative,Water Quality,Unknown,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/,WELL 09 - RAW,,Tulare,01/27/2020 12:48,01/27/2020 12:48
1057,5403043-002,Groundwater Wells,SWRCB GAMA,5-022.08 Kings,Kings River East GSA,Kings_KingsRiverEast_Adopted,SGMA Representative,Water Quality,Unknown,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/,WELL 02 - PRE NO3 BLEND,,Tulare,01/27/2020 12:48,01/27/2020 12:48
1065,1600017-002,Groundwater Wells,SWRCB GAMA,5-022.08 Kings,North Fork Kings GSA,Kings_NorthForkKings_Adopted,SGMA Representative,Water Quality,Unknown,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/,,,Kings,01/27/2020 14:08,01/27/2020 14:08
1071,1010028-009,Groundwater Wells,SWRCB GAMA,5-022.08 Kings,North Fork Kings GSA,Kings_NorthForkKings_Adopted,SGMA Representative,Water Quality,Unknown,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/,,,Fresno,01/27/2020 14:08,01/27/2020 14:08
1077,1000562-001,Groundwater Wells,SWRCB GAMA,5-022.08 Kings,North Fork Kings GSA,Kings_NorthForkKings_Adopted,SGMA Representative,Water Quality,Unknown,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/,,,Fresno,01/27/2020 14:08,01/27/2020 14:08
1080,PT2147,Surveying/Benchmark Sites,SJRRP,5-022.09 Westside,North Fork Kings GSA,Kings_NorthForkKings_Adopted,SGMA Representative,Land Subsidence,Unknown,http://www.restoresjr.net/science/subsidence-monitoring/,,,Fresno,01/27/2020 14:08,01/27/2020 14:08
1098,1000514-003,Groundwater Wells,SWRCB GAMA,5-022.08 Kings,North Kings GSA,Kings_NorthKings_Adopted,SGMA Representative,Water Quality,Unknown,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/,Unknown,KINGS RIVER PACKING,Fresno,01/27/2020 14:35,01/27/2020 14:35
1105,1010007-019,Groundwater Wells,SWRCB GAMA,5-022.08 Kings,North Kings GSA,Kings_NorthKings_Adopted,SGMA Representative,Water Quality,Unknown,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/,Unknown,CITY OF FRESNO,Fresno,01/27/2020 14:35,01/27/2020 14:35
1113,1010018-014,Groundwater Wells,SWRCB GAMA,5-022.08 Kings,North Kings GSA,Kings_NorthKings_Adopted,SGMA Representative,Water Quality,Unknown,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/,Unknown,"KERMAN, CITY OF",Fresno,01/27/2020 14:35,01/27/2020 14:35
1126,5400647-003,Groundwater Wells,GAMA,5-022.11 Kaweah,East Kaweah GSA,East Kaweah,SGMA Representative,Water Quality,Assumed Unconfined,https://www.waterboards.ca.gov/gama/,"Badger Hill Ave, halfway between Rd 217 & Eaton Rd",,Tulare,01/27/2020 16:25,01/27/2020 16:25
1134,5400567-002,Groundwater Wells,GAMA,5-022.11 Kaweah,East Kaweah GSA,East Kaweah,SGMA Representative,Water Quality,Assumed Unconfined,https://www.waterboards.ca.gov/gama/,"In field N of E Alfred Ave, rd to access 550ft E of S Spruce Rd",,Tulare,01/27/2020 16:25,01/27/2020 16:25
1136,5410003-004,Groundwater Wells,GAMA,5-022.11 Kaweah,East Kaweah GSA,East Kaweah,SGMA Representative,Water Quality,Assumed Unconfined,https://www.waterboards.ca.gov/gama/,SW Corner of Willow,,Tulare,01/27/2020 16:25,01/27/2020 16:25
1142,5400550-001,Groundwater Wells,GAMA,5-022.08 Kings,East Kaweah GSA,East Kaweah,SGMA Representative,Water Quality,Assumed Unconfined,https://www.waterboards.ca.gov/gama/,"Rd 156, 250ft S of Seville Ave",,Tulare,01/27/2020 16:25,01/27/2020 16:25
1146,PT 142,Surveying/Benchmark Sites,SJRRP,5-022.06 Madera,Root Creek Water District GSA,Madera_RCWD_Adopted,SGMA,Land Subsidence,,http://www.restoresjr.net/science/subsidence-monitoring/,HPGN D CA 06 RG,,Madera,01/28/2020 08:39,01/28/2020 08:39
1150,2010016-001,Groundwater Wells,SWRCB GAMA,5-022.06 Madera,Root Creek Water District GSA,Madera_RCWD_Adopted,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/Default.asp,WELL NO. 1,122006RX1/M1,Madera,01/28/2020 08:39,01/28/2020 08:39
1151,2010016-003,Groundwater Wells,SWRCB GAMA,5-022.06 Madera,Root Creek Water District GSA,Madera_RCWD_Adopted,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/Default.asp,WELL NO. 4,122005FX2/M4,Madera,01/28/2020 08:39,01/28/2020 08:39
1152,1610005-003,Groundwater Wells,SWRCB GAMA,5-022.12 Tulare Lake,South Fork Kings GSA,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/,WELL N-2 - RAW,,Kings,01/28/2020 13:42,01/28/2020 13:42
1159,1610005-011,Groundwater Wells,SWRCB GAMA,5-022.12 Tulare Lake,South Fork Kings GSA,,SGMA Representative,Water Quality,Below E Clay,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/,WELL 12 - RAW,,Kings,01/28/2020 13:42,01/28/2020 13:42
1171,1610003-026,Groundwater Wells,SWRCB GAMA,5-022.12 Tulare Lake,Mid-Kings River GSA,,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/,WELL 33 - RAW,,Kings,01/28/2020 16:14,01/28/2020 16:14
1178,1610003-038,Groundwater Wells,SWRCB GAMA,5-022.12 Tulare Lake,Mid-Kings River GSA,,SGMA Representative,Water Quality,Below E Clay,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/,WELL 44 - RAW,,Kings,01/28/2020 16:14,01/28/2020 16:14
1187,"48399",Groundwater Wells,CASGEM,5-022.13 Tule,Alpaugh GSA,Tule Subbasin Alpaugh GSP,SGMA Representative,"Groundwater Levels,Groundwater Storage,Water Quality",Lower,https://www.casgem.water.ca.gov/OSS/(S(2agh4dyw3yum5ziwuchkjczr))/Public/SearchWells.aspx,,,Tulare,01/30/2020 11:08,01/30/2020 11:08
1196,5410016-015,Groundwater Wells,Division of Drinking Water,5-022.11 Kaweah,Mid-Kaweah GSA,Mid-Kaweah GSA,SGMA Representative,Water Quality,Single Aquifer System,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=DHS&samp_date=&global_id=&assigned_name=5410016-015&store_num=,,,Tulare,01/31/2020 15:44,01/31/2020 15:44
1198,5410016-028,Groundwater Wells,Division of Drinking Water,5-022.11 Kaweah,Mid-Kaweah GSA,Mid-Kaweah GSA,SGMA Representative,Water Quality,Single Aquifer System,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=DHS&samp_date=&global_id=&assigned_name=5410016-028&store_num=,,,Tulare,01/31/2020 15:44,01/31/2020 15:44
1200,5410016-070,Groundwater Wells,Division of Drinking Water,5-022.11 Kaweah,Mid-Kaweah GSA,Mid-Kaweah GSA,SGMA Representative,Water Quality,Single Aquifer System,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=DHS&samp_date=&global_id=&assigned_name=5410016-070&store_num=,,,Tulare,01/31/2020 15:44,01/31/2020 15:44
1201,5410016-018,Groundwater Wells,Division of Drinking Water,5-022.11 Kaweah,Mid-Kaweah GSA,Mid-Kaweah GSA,SGMA Representative,Water Quality,Single Aquifer System,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=DHS&samp_date=&global_id=&assigned_name=5410016-018&store_num=,,,Tulare,01/31/2020 15:44,01/31/2020 15:44
1215,5410016-065,Groundwater Wells,Division of Drinking Water,5-022.11 Kaweah,Mid-Kaweah GSA,Mid-Kaweah GSA,SGMA Representative,Water Quality,Single Aquifer System,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=DHS&samp_date=&global_id=&assigned_name=5410016-065&store_num=,,,Tulare,01/31/2020 15:44,01/31/2020 15:44
1219,5402050-002,Groundwater Wells,Division of Drinking Water,5-022.11 Kaweah,Mid-Kaweah GSA,Mid-Kaweah GSA,SGMA Representative,Water Quality,Single Aquifer System,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=DHS&samp_date=&global_id=&assigned_name=5402050-002&store_num=,,,Tulare,01/31/2020 15:44,01/31/2020 15:44
1223,5410016-029,Groundwater Wells,Division of Drinking Water,5-022.11 Kaweah,Mid-Kaweah GSA,Mid-Kaweah GSA,SGMA Representative,Water Quality,Upper Aquifer System,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=DHS&samp_date=&global_id=&assigned_name=5410016-029&store_num=,,,Tulare,01/31/2020 15:44,01/31/2020 15:44
1232,5410016-159,Groundwater Wells,Division of Drinking Water,5-022.11 Kaweah,Mid-Kaweah GSA,Mid-Kaweah GSA,SGMA Representative,Water Quality,Unknown Aquifer System,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=DHS&samp_date=&global_id=&assigned_name=5410016-159&store_num=,,,Tulare,01/31/2020 15:44,01/31/2020 15:44
1235,5410015-075,Groundwater Wells,Division of Drinking Water,5-022.11 Kaweah,Mid-Kaweah GSA,Mid-Kaweah GSA,SGMA Representative,Water Quality,Unknown Aquifer System,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=DHS&samp_date=&global_id=&assigned_name=5410015-075&store_num=,,,Tulare,01/31/2020 15:44,01/31/2020 15:44
1236,5410015-012,Groundwater Wells,Division of Drinking Water,5-022.11 Kaweah,Mid-Kaweah GSA,Mid-Kaweah GSA,SGMA Representative,Water Quality,Lower Aquifer System,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=DHS&samp_date=&global_id=&assigned_name=5410015-012&store_num=,,,Tulare,01/31/2020 15:44,01/31/2020 15:44
1279,5410016-047,Groundwater Wells,Division of Drinking Water,5-022.11 Kaweah,Mid-Kaweah GSA,Mid-Kaweah GSA,SGMA Representative,Water Quality,Upper Aquifer System,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=DHS&samp_date=&global_id=&assigned_name=5410016-047&store_num=,,,Tulare,01/31/2020 15:44,01/31/2020 15:44
1287,5410016-044,Groundwater Wells,Division of Drinking Water,5-022.11 Kaweah,Mid-Kaweah GSA,Mid-Kaweah GSA,SGMA Representative,Water Quality,Upper Aquifer System,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=DHS&samp_date=&global_id=&assigned_name=5410016-044&store_num=,,,Tulare,01/31/2020 15:44,01/31/2020 15:44
1293,5402031-001,Groundwater Wells,Division of Drinking Water,5-022.11 Kaweah,Mid-Kaweah GSA,Mid-Kaweah GSA,SGMA Representative,Water Quality,Upper and Lower Aquifer System,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=DHS&samp_date=&global_id=&assigned_name=5402031-001&store_num=,,,Tulare,01/31/2020 15:44,01/31/2020 15:44
1298,5400710-002,Groundwater Wells,Division of Drinking Water,5-022.11 Kaweah,Greater Kaweah GSA,Kaweah Subbasin - Greater Kaweah GSP,SGMA Representative,Water Quality,Single,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=DHS&samp_date=&global_id=&assigned_name=5400710-002&store_num=,,,Tulare,01/31/2020 16:19,01/31/2020 16:19
1310,1600249-003,Groundwater Wells,Division of Drinking Water,5-022.11 Kaweah,Greater Kaweah GSA,Kaweah Subbasin - Greater Kaweah GSP,SGMA Representative,Water Quality,Unknown,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=DHS&samp_date=&global_id=&assigned_name=1600249-003&store_num=,,,Kings,01/31/2020 16:19,01/31/2020 16:19
1312,1600249-005,Groundwater Wells,Division of Drinking Water,5-022.11 Kaweah,Greater Kaweah GSA,Kaweah Subbasin - Greater Kaweah GSP,SGMA Representative,Water Quality,Unknown,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=DHS&samp_date=&global_id=&assigned_name=1600249-005&store_num=,,,Kings,01/31/2020 16:19,01/31/2020 16:19
1313,5400844-002,Groundwater Wells,Division of Drinking Water,5-022.11 Kaweah,Greater Kaweah GSA,Kaweah Subbasin - Greater Kaweah GSP,SGMA Representative,Water Quality,Single,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=DHS&samp_date=&global_id=&assigned_name=5400844-002&store_num=,,,Tulare,01/31/2020 16:19,01/31/2020 16:19
1315,5403130-001,Groundwater Wells,Division of Drinking Water,5-022.11 Kaweah,Greater Kaweah GSA,Kaweah Subbasin - Greater Kaweah GSP,SGMA Representative,Water Quality,Single,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=DHS&samp_date=&global_id=&assigned_name=5403130-001&store_num=,,,Tulare,01/31/2020 16:19,01/31/2020 16:19
1318,5410003-004,Groundwater Wells,Division of Drinking Water,5-022.11 Kaweah,Greater Kaweah GSA,Kaweah Subbasin - Greater Kaweah GSP,SGMA Representative,Water Quality,Single,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=DHS&samp_date=&global_id=&assigned_name=5410003-004&store_num=,,,Tulare,01/31/2020 16:19,01/31/2020 16:19
1322,5410004-001,Groundwater Wells,Division of Drinking Water,5-022.11 Kaweah,Greater Kaweah GSA,Kaweah Subbasin - Greater Kaweah GSP,SGMA Representative,Water Quality,Single,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=DHS&samp_date=&global_id=&assigned_name=5410004-001&store_num=,,,Tulare,01/31/2020 16:19,01/31/2020 16:19
