"Dam Name","Other Names","Former Names","NID ID","Other Structure ID","Federal ID","Owner Names","Owner Types","Primary Owner Type","State or Federal Agency ID","Number of Associated Structures","Designer Names","Non-Federal Dam on Federal Property","State Regulated Dam","State Jurisdictional Dam","State Regulatory Agency","State Permitting Authority","State Inspection Authority","State Enforcement Authority","Source Agency","Latitude","Longitude","County","State","City","Distance to Nearest City (Miles)","River or Stream Name","Congressional Representative District","Congressional Representative","Section, Township, or Range Location","Federal Agency Owners","Federal Agency Involvement Funding","Federal Agency Involvement Design","Federal Agency Involvement Construction","Federal Agency Involvement Regulatory","Federal Agency Involvement Inspection","Federal Agency Involvement Operation","Federal Agency Involvement Other","Primary Purpose","Purposes","Primary Dam Type","Dam Types","Core Types","Foundation","Dam Height (Ft)","Hydraulic Height (Ft)","Structural Height (Ft)","NID Height (Ft)","NID Height Category","Dam Length (Ft)","Volume (Cubic Yards)","Year Completed","Year Completed Category","NID Storage (Acre-Ft)","Max Storage (Acre-Ft)","Normal Storage (Acre-Ft)","Surface Area (Acres)","Drainage Area (Sq Miles)","Max Discharge (Cubic Ft/Second)","Spillway Type","Spillway Width (Ft)","Number of Locks","Length of Locks","Lock Width (Ft)","Years Modified","Outlet Gate Type","Data Last Updated","Last Inspection Date","Inspection Frequency","Hazard Potential Classification","Condition Assessment","Condition Assessment Date","EAP Prepared","EAP Last Revision Date","Website URL"
"Fire Mountain Boy Scout Camp Dam C","","","WA00384","","WA00384","BOY SCOUTS OF AMERICA MT. BAKER COUNCIL","Private","Private","SK03-0384","0","RUSKIN FISHER & ASSOC.","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","48.388113999999995","-122.185669","Skagit","Washington","CLEAR LAKE","5","TR - WALKER CREEK","Congressional District 01, Washington","Suzan K. DelBene (D)","S32 T34 R5E","","","","","","","","","Recreation","Recreation","Earth","Earth","Earth","Soil","17","17","17","17","Less than 25 feet","400","0","1971","1970-1979","366","366","320","32.5","0.8200000000000001","","","0","0","0","0","","","2021-04-09","2019-12-16","5","High","Satisfactory","2019-12-16","No","","https://damsafety.org/washington"
"Loon Lake Aeration Lagoon","","","WA01495","","WA01495","LOON LAKE SEWER DIST NO 4","Public Utility","Public Utility","ST59-1495","0","CENTURY WEST ENGINEERS","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","48.06754","-117.62179499999999","Stevens","Washington","NONE","0","TR-LOON LAKE-OFFSTREAM","Congressional District 05, Washington","Cathy McMorris Rodgers (R)","S27 T30 R41E","","","","","","","","","Other","Other","Earth","Earth","Plastic","Rock;Soil","12","12","12","12","Less than 25 feet","840","0","1986","1980-1989","18","18","15","1.4000000000000001","0.01","18","","0","0","0","0","","","2021-04-09","2017-09-13","5","High","Satisfactory","2018-05-04","Yes","2018-12-19","https://damsafety.org/washington"
"Roza Diversion","","","WA00275","","WA00275","RECLAMATION","Federal","Federal","","0","DOI WPRS","","No","No","","No","No","No","Bureau of Reclamation","46.749100000000006","-120.4659","Kittitas","Washington","YAKIMA","12","YAKIMA RIVER","Congressional District 08, Washington","Kim Schrier (D)","S32 T15 R19E","Bureau of Reclamation","Bureau of Reclamation","","","Bureau of Reclamation","Bureau of Reclamation","Bureau of Reclamation","","Hydroelectric","Irrigation;Hydroelectric","Concrete","Concrete","Concrete","Soil","32","34","67","67","51-100 feet","486","21700","1939","1930-1939","100","100","100","100","1785","50000","","0","0","0","0","","","2021-05-24","2017-08-22","6","Low","Not Available","","Not Required","","https://damsafety.org/washington"
"Spring Hill Dam","","","WA00234","","WA00234","WENATCHEE HEIGHTS RECLAMATION DIST","Public Utility","Public Utility","CH40-0234","0","","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","47.305291999999994","-120.331392","Chelan","Washington","MALAGA","","TR-STEMILT CREEK-OFFSTREAM","Congressional District 08, Washington","Kim Schrier (D)","S16 T21 R20E","","","","","","","","","Irrigation","Irrigation;Recreation","Earth","Earth","Earth","Rock;Soil","30","30","30","30","25-50 feet","800","0","1918","1910-1919","520","520","460","33","0.43","95","","0","0","0","0","1994O","","2021-05-24","2018-05-16","5","High","Satisfactory","2018-05-16","Yes","2020-04-20","https://damsafety.org/washington"
"Centralia Coal Mine Pond 46a Dam","","","WA00687","","WA00687","TRANSALTA CENTRALIA MINING LLC","Public Utility","Public Utility","LE23-0687","0","EES","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","46.69613061","-122.7627746","Lewis","Washington","NONE","0","UNNAMED TR - MITCHELL CREEK","Congressional District 03, Washington","Jaime Herrera Beutler (R)","S14 T14 R1W","","","","","","","","","Flood Risk Reduction","Flood Risk Reduction;Other","Earth","Earth","Earth","Soil","15","15","15","15","Less than 25 feet","100","0","2004","Since 2000","68","68","48","3.1","0.59","621","","0","0","0","0","","","2021-04-09","2015-08-27","5","High","Satisfactory","2015-08-27","Yes","2013-07-01","https://damsafety.org/washington"
"Bitter Lake Reservoir","","","WA00213","","WA00213","SEATTLE PUBLIC UTILITIES","Local Government","Local Government","KI08-0213","0","CITY OF SEATTLE","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","47.731100000000005","-122.348669","King","Washington","WITHIN SEATTLE CITY LIMITS","0","TR-PUGET SOUND-OFFSTREAM","Congressional District 07, Washington","Pramila Jayapal (D)","S19 T26 R4E","","","","","","","","","Water Supply","Water Supply","Earth","Earth","Concrete","Rock;Soil","31","31","31","31","25-50 feet","1100","0","1958","1950-1959","71","71","65","3.3000000000000003","0.01","4","","0","0","0","0","","","2021-04-09","2020-09-30","5","High","Satisfactory","2020-09-30","Yes","2018-07-01","https://damsafety.org/washington"
"Tapps Lake Dike No. 1","","","WA00418","","WA00418","CASCADE WATER ALLIANCE","Public Utility","Public Utility","PI10-0418","0","STONE & WEBSTER","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","47.24134828","-122.1848947","Pierce","Washington","AUBURN","3","DIVERSION FROM WHITE RIVER","Congressional District 08, Washington","Kim Schrier (D)","S T R","","","","","","","","","Hydroelectric","Recreation;Hydroelectric","Earth","Earth","Earth","Soil","9","9","18","18","Less than 25 feet","280","0","1911","1910-1919","22000","22000","19000","2570","9.69","","","0","0","0","0","","","2021-04-09","2017-02-23","5","High","Satisfactory","2018-02-22","Yes","2020-03-23","https://damsafety.org/washington"
"Lummi Island Estates Dam","","","WA00184","","WA00184","LUMMI ISLAND SCENIC ESTATES","Private","Private","WH01-0184","0","RUSKIN FISHER & ASSOC.","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","48.681025","-122.64277799999999","Whatcom","Washington","NONE","0","TR-HALE PASSAGE","Congressional District 01, Washington","Suzan K. DelBene (D)","S23 T37 R1E","","","","","","","","","Recreation","Recreation;Water Supply","Earth","Earth","Earth","Soil","26","26","28","28","25-50 feet","310","0","1963","1960-1969","60","60","49","4.3","0.2","35","","0","0","0","0","","","2021-04-09","2015-06-30","5","High","Satisfactory","2016-12-16","No","","https://damsafety.org/washington"
"Steilacom Lake Dam","","","WA00139","","WA00139","LAKEWOOD CITY","Local Government","Local Government","PI12-0139","0","SITTS & HILL","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","47.177689","-122.535637","Pierce","Washington","WITHIN LAKEWOOD CITY LIMITS","0","CHAMBERS CREEK","Congressional District 10, Washington","Denny Heck (D)","S42 T20 R2E","","","","","","","","","Fish and Wildlife Pond","Fish and Wildlife Pond;Recreation","Gravity","Gravity","Unlisted/Unknown","Rock","22","22","28","28","25-50 feet","120","0","1989","1980-1989","6970","6970","2640","317","62","1980","","0","0","0","0","1989O","","2021-04-09","2015-05-18","5","High","Satisfactory","2015-05-18","Yes","2015-07-01","https://damsafety.org/washington"
"Soda Lake Dike","","","WA00271","","WA00271","RECLAMATION","Federal","Federal","","0","","","No","No","","No","No","No","Bureau of Reclamation","46.955400000000004","-119.2372","Grant","Washington","NONE","0","","Congressional District 04, Washington","Dan Newhouse (R)","","Bureau of Reclamation","Bureau of Reclamation","","","Bureau of Reclamation","Bureau of Reclamation","Bureau of Reclamation","Bureau of Reclamation","Irrigation","Irrigation","Earth","Earth","Bituminous Concrete","Rock","59","48","59","59","51-100 feet","680","216500","1952","1950-1959","10150","10150","10150","184","","","None","0","0","0","0","","","2021-05-24","","3","Low","Not Available","","Not Required","","https://damsafety.org/washington"
"Judy Reservoir Dam A","","","WA00183","","WA00183","SKAGIT CNTY PUD NO 1","Public Utility","Public Utility","SK03-0183","0","R.W.  BECK & ASSOC.","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","48.47109","-122.189128","Skagit","Washington","CLEAR LAKE","2","TR-SKAGIT RIVER","Congressional District 01, Washington","Suzan K. DelBene (D)","S5 T34 R5E","","","","","","","","","Water Supply","Water Supply","Earth","Earth","Earth","Soil","46","46","61","61","51-100 feet","614","0","1965","1960-1969","5100","5100","4300","140","1.6","58","","0","0","0","0","1995O;2001O","","2021-04-09","2019-01-23","5","High","Satisfactory","2019-01-23","Yes","2019-04-09","https://damsafety.org/washington"
"Fire Mountain Boy Scout Camp Dam B","","","WA00383","","WA00383","BOY SCOUTS OF AMERICA MT. BAKER COUNCIL","Private","Private","SK03-0383","0","RUSKIN FISHER & ASSOC.","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","48.393356","-122.187475","Skagit","Washington","CLEAR LAKE","5","TR-E FORK MOOKACHAMPS CREEK","Congressional District 01, Washington","Suzan K. DelBene (D)","S32 T34 R5E","","","","","","","","","Recreation","Recreation","Earth","Earth","Earth","Soil","9","9","9","9","Less than 25 feet","310","0","1971","1970-1979","366","366","320","32.5","0.8200000000000001","50","","0","0","0","0","","","2021-04-09","2019-12-16","5","High","Satisfactory","2019-12-16","No","","https://damsafety.org/washington"
"H & H Reservoir Dam No. 1","","","WA01013","","WA01013","CUSTOM ORCHARDS INC","Private","Private","CH40-1013","0","CC WARD","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","47.332848999999996","-120.398797","Chelan","Washington","NONE","0","TR-SQUILCHUCK CREEK","Congressional District 08, Washington","Kim Schrier (D)","S1 T21 R19E","","","","","","","","","Irrigation","Irrigation;Recreation;Water Supply","Earth","Earth","Earth","Soil","20","20","20","20","Less than 25 feet","150","0","1926","1920-1929","50","50","46","6.1000000000000005","","100","","0","0","0","0","","","2021-04-09","2015-08-27","5","High","Fair","2015-08-27","Yes","2015-07-01","https://damsafety.org/washington"
"Ross","","","WA00169","","WA00169","City of Seattle","Local Government","Local Government","00553-01-01","1","U.S. Bureau of Reclamation/Dr. J.L. Savage","","No","No","","No","No","No","Federal Energy Regulatory Commission","48.7322","-121.0677","Whatcom","Washington","Diablo                                            ","4","Skagit River                  ","Congressional District 01, Washington","Suzan K. DelBene (D)","T38N, R13E, SEC 35","","","","","Federal Energy Regulatory Commission","Federal Energy Regulatory Commission","","","Hydroelectric","Fish and Wildlife Pond;Recreation;Hydroelectric;Flood Risk Reduction","Concrete","Arch;Concrete","Concrete","Rock","540","395","540","540","Greater than 100 feet","1300","0","1949","1940-1949","1452750","1452750","1435000","11680","978","85000","Controlled","240","","","","","Tainter (radial)","2021-06-14","2020-09-30","1","High","Not Available","","Yes","2021-01-05","https://damsafety.org/washington"
"Tolt River - South Fork","Tolt Main Dam","","WA00177","","WA00177","City of Seattle","Local Government","Local Government","02959-01-01","1","Carey & Kramer Consulting Engineers","","No","No","","No","No","No","Federal Energy Regulatory Commission","47.693000000000005","-121.68870000000001","King","Washington","Carnation                                         ","16","South Fork Tolt River         ","Congressional District 01, Washington","Suzan K. DelBene (D)","T26N, R9E, SEC 32","","","","","Federal Energy Regulatory Commission","Federal Energy Regulatory Commission","","","Water Supply","Hydroelectric;Water Supply","Earth","Earth","Earth","Soil","200","190","","200","Greater than 100 feet","980","1460000","1962","1960-1969","68400","68400","57500","1040","18.8","13000","Uncontrolled","40","","","","","Other Controlled","2021-06-14","2020-09-30","1","High","Not Available","","Yes","2021-01-05","https://damsafety.org/washington"
"Pinto","Long Lake Dam","","WA00269","","WA00269","RECLAMATION","Federal","Federal","","0","DOI WPRS","","No","No","","No","No","No","Bureau of Reclamation","47.4471","-119.24950000000001","Grant","Washington","STRATFORD","2","CRAB CREEK-OFFSTREAM","Congressional District 04, Washington","Dan Newhouse (R)","S36, T23, R28E","Bureau of Reclamation","Bureau of Reclamation","","","Bureau of Reclamation","Bureau of Reclamation","Bureau of Reclamation","","Flood Risk Reduction","Irrigation;Recreation;Flood Risk Reduction","Earth","Earth","Earth","Rock;Soil","111","107","130","130","Greater than 100 feet","1900","1462000","1948","1940-1949","76500","76500","64200","1010","186","15800","","0","0","0","0","","","2021-05-24","2020-06-02","1","High","Not Available","","Yes","2020-09-16","https://damsafety.org/washington"
"Middle Pine Lake Dam","","","WA01253","","WA01253","US FISH AND WILDLIFE SERVICE","Federal","Federal","WA01253","0","WPA PROJECT","","No","No","","No","No","No","Fish and Wildlife Service","47.410835","-117.537224","Spokane","Washington","","","PINE CREEK","Congressional District 05, Washington","Cathy McMorris Rodgers (R)","S8, T22N, R42E","Fish and Wildlife Service","","Fish and Wildlife Service","Fish and Wildlife Service","Fish and Wildlife Service","Fish and Wildlife Service","Fish and Wildlife Service","","Fish and Wildlife Pond","Fish and Wildlife Pond","Earth","Earth","Unlisted/Unknown","Unlisted/Unknown","11","11","11","11","Less than 25 feet","800","2100","1938","1930-1939","145","145","75","24","33.7","276","","54","0","0","0","","Other Controlled","2021-05-21","2013-10-29","5","Low","Poor","2013-10-29","Not Required","","https://damsafety.org/washington"
"Clear Lake Dam","","","WA00230","","WA00230","STEMILT IRRIGATION DISTRICT","Public Utility","Public Utility","CH40-0230","0","UNKNOWN","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","47.297456","-120.300752","Chelan","Washington","MALAGA","8","TR-STEMILT CREEK TO COLUMBIA R","Congressional District 08, Washington","Kim Schrier (D)","S23 T21 R20E","","","","","","","","","Irrigation","Irrigation;Recreation","Earth","Earth","Earth","Rock;Soil","13","13","13","13","Less than 25 feet","300","0","1888","Before 1900","60","60","40","8","17","50","","0","0","0","0","1993O","","2021-04-09","2015-04-27","5","High","Satisfactory","2015-04-27","Yes","2020-01-30","https://damsafety.org/washington"
"Eaglemont Storm Pond","","","WA02053","","WA02053","PINACLE PROPERTY MANAGEMENT","Private","Private","SN07-2053","","","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","47.8724964","-121.9661161","Snohomish","Washington","","","","Congressional District 01, Washington","","","","","","","","","","","Flood Risk Reduction","Flood Risk Reduction","Earth","Earth","","","14","14","14","14","Less than 25 feet","395","","2014","Since 2000","12","12","10.3","","0.07","","","","","","","","","2021-04-09","2019-09-16","5","High","Fair","2019-09-16","Yes","2014-07-01","https://damsafety.org/washington"
"N. Marysville Regional Stormwater Pond","","","WA01875","","WA01875","MARYSVILLE CITY","Local Government","Local Government","SN07-1875","0","OTAK INC.","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","48.126808999999994","-122.176398","Snohomish","Washington","MARYSVILLE","0","QUILCEDA CREEK - OFFSTREAM","Congressional District 02, Washington","Rick Larsen (D)","S33 T31 R5E","","","","","","","","","Flood Risk Reduction","Flood Risk Reduction","Earth","Earth","Earth","Soil","8","8","8","8","Less than 25 feet","2600","0","2004","Since 2000","39","39","10","5.8","0.13","94","","0","0","0","0","","","2021-04-09","2016-06-01","5","High","Satisfactory","2016-06-01","Yes","2017-07-01","https://damsafety.org/washington"
"Conner Jarvis East Pond","","","WA02062","","WA02062","SAMMAMISH CITY PUBLIC WORKS","Local Government","Local Government","KI08-2062","","","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","47.57384997","-122.0242962","King","Washington","","","","Congressional District 08, Washington","","","","","","","","","","","","","Earth","Earth","","","7","7","7","7","Less than 25 feet","1230","","2018","Since 2000","13","13","8.4","","","","","","","","","","","2021-04-09","","5","Significant","Satisfactory","2018-06-08","Yes","2018-06-07","https://damsafety.org/washington"
"Mill Pond","","","WA00011","","WA00011","PUD #1 of Pend Oreille County","Public Utility","Public Utility","02225-02-01","2","","","No","No","","No","No","No","Federal Energy Regulatory Commission","48.8586","-117.30290000000001","Pend Oreille","Washington","Metaline Falls                                    ","3","Sullivan Creek, Pend Oreille R","Congressional District 05, Washington","Cathy McMorris Rodgers (R)","T39N,R43E,S25,WM","","","","","Federal Energy Regulatory Commission","Federal Energy Regulatory Commission","","","Hydroelectric","Recreation;Hydroelectric","Gravity","Gravity","","","55","57","65","65","51-100 feet","130","0","1922","1920-1929","1430","","1430","65","125","4000","Uncontrolled","84","","","","","","2021-06-14","2020-09-30","","High","Not Available","","Yes","2020-12-28","https://damsafety.org/washington"
"Mill Pond Dike","","","WA00011","S001","WA00011S001","PUD #1 of Pend Oreille County","Public Utility","Public Utility","02225-02-02","2","","","No","No","","No","No","No","Federal Energy Regulatory Commission","48.8573","-117.30510000000001","Pend Oreille","Washington","Metaline Falls                                    ","3","Sullivan Creek                ","Congressional District 05, Washington","Cathy McMorris Rodgers (R)","T39N,R43E,S25,WM","","","","","Federal Energy Regulatory Commission","Federal Energy Regulatory Commission","","","Hydroelectric","Recreation;Hydroelectric","Earth","Earth","","","8","3","8","8","Less than 25 feet","850","","1922","1920-1929","1430","","1430","65","125","4000","None","250","","","","","","2021-06-14","2020-09-30","","High","Not Available","","Yes","2020-12-28","https://damsafety.org/washington"
"Easton Diversion","","","WA00276","","WA00276","RECLAMATION","Federal","Federal","","1","RECLAMATION","","No","No","","No","No","No","Bureau of Reclamation","47.2417","-121.1881","Kittitas","Washington","EASTON","1","YAKIMA RIVER","Congressional District 08, Washington","Kim Schrier (D)","","Bureau of Reclamation","Bureau of Reclamation","","","Bureau of Reclamation","Bureau of Reclamation","Bureau of Reclamation","Bureau of Reclamation","Irrigation","Irrigation","Concrete","Gravity;Concrete","Bituminous Concrete","Rock","66","43","66","66","51-100 feet","248","5800","1929","1920-1929","5000","5000","4000","275","185","15000","Controlled","64","0","0","0","1989","","2021-05-24","2020-09-23","1","High","Not Available","","Yes","2020-06-19","https://damsafety.org/washington"
"60th Street Stormwater Detention Dam","","","WA00578","","WA00578","EVERETT CITY PUBLIC WORKS","Local Government","Local Government","SN07-0578","","","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","47.94246306","-122.2571702","Snohomish","Washington","","","","Congressional District 02, Washington","","","","","","","","","","","Flood Risk Reduction","Flood Risk Reduction","Earth","Earth","","","104","76","104","104","Greater than 100 feet","","","1988","1980-1989","307","307","10","","","","","","","","","","","2021-04-09","2015-12-30","5","Significant","Satisfactory","2015-08-25","Yes","2016-07-01","https://damsafety.org/washington"
"Columbia Marsh Unit #2 Dam","","","WA10011","","WA10011","US FISH AND WILDLIFE SERVICE","Federal","Federal","WA10011","0","US FISH AND WILDLIFE SERVICE OFFICE OF ENGINEERING","","No","No","","No","No","No","Fish and Wildlife Service","46.936668","-119.241661","Grant","Washington","","","LOWER CRAB CREEK","Congressional District 04, Washington","Dan Newhouse (R)","S25,T17N,R28E","Fish and Wildlife Service","","","","Fish and Wildlife Service","Fish and Wildlife Service","Fish and Wildlife Service","Bureau of Reclamation","Fish and Wildlife Pond","Fish and Wildlife Pond","Earth","Earth","Earth;Unlisted/Unknown","Soil","15","14","15","15","Less than 25 feet","533","33240","1957","1950-1959","207","207","117","31","6.9","2884","Controlled","66","0","0","0","1981H;1981O","Other Controlled;Other Controlled;Other Controlled","2021-05-21","2012-09-25","5","Low","Fair","2012-09-25","Not Required","","https://damsafety.org/washington"
"Cle Elum Dike 1","","","WA00274","S002","WA00274S002","RECLAMATION","Federal","Federal","","0","DOI WPRS","","No","No","","No","No","No","Bureau of Reclamation","47.2498","-121.0677","Kittitas","Washington","CLE ELUM","10","CLE ELUM RIVER","Congressional District 08, Washington","Kim Schrier (D)","S2,?Ã¡T20N,?Ã¡R14E","Bureau of Reclamation","Bureau of Reclamation","","","Bureau of Reclamation","Bureau of Reclamation","Bureau of Reclamation","","","","Earth","Earth","","","13","","","13","Less than 25 feet","158","0","1932","1930-1939","437000","437000","437000","4812","","","","0","0","0","0","","","2021-05-24","2020-08-12","1","Low","Not Available","","Yes","2020-06-19","https://damsafety.org/washington"
"Tieton","","","WA00273","","WA00273","RECLAMATION","Federal","Federal","","0","DOI WPRS","","No","No","","No","No","No","Bureau of Reclamation","46.6565","-121.12880000000001","Yakima","Washington","NACHES","24","TIETON RIVER","Congressional District 04, Washington","Dan Newhouse (R)","S31, T14, R14E","Bureau of Reclamation","Bureau of Reclamation","","","Bureau of Reclamation","Bureau of Reclamation","Bureau of Reclamation","","Flood Risk Reduction","Irrigation;Recreation;Flood Risk Reduction","Concrete","Rockfill;Earth;Concrete","Concrete","Rock;Soil","196","196","319","319","Greater than 100 feet","920","2049000","1925","1920-1929","203600","203600","198000","2525","119000","45700","","420","0","0","0","","","2021-05-24","2020-08-27","1","High","Not Available","","Yes","2020-06-19","https://damsafety.org/washington"
"Cle Elum Main Dike","","","WA00274","S001","WA00274S001","RECLAMATION","Federal","Federal","","0","DOI WPRS","","No","No","","No","No","No","Bureau of Reclamation","47.2483","-121.07130000000001","Kittitas","Washington","CLE ELUM","10","CLE ELUM RIVER","Congressional District 08, Washington","Kim Schrier (D)","S2, T20N, R14E","Bureau of Reclamation","Bureau of Reclamation","","","Bureau of Reclamation","Bureau of Reclamation","Bureau of Reclamation","","","","Earth","Earth","","","","","40","40","25-50 feet","850","0","1932","1930-1939","710000","710000","437000","4812","","","","0","0","0","0","","","2021-05-24","2020-08-12","1","High","Not Available","","Yes","2020-06-19","https://damsafety.org/washington"
"Spectacle Lake Dike","","","WA00272","","WA00272","RECLAMATION","Federal","Federal","","0","","","No","No","","No","No","No","Bureau of Reclamation","48.814534035","-119.52323202299999","Okanogan","Washington","","0","OKANOGAN RIVER - OFFSTREAM","Congressional District 04, Washington","Dan Newhouse (R)","S2, T38N, R26E","Bureau of Reclamation","Bureau of Reclamation","","","Bureau of Reclamation","Bureau of Reclamation","Bureau of Reclamation","","Irrigation","Irrigation;Recreation","Earth","Earth","","","25","","","25","25-50 feet","1100","0","1969","1960-1969","14080","14080","13450","399","5","","","0","0","0","0","","","2021-05-24","","5","Low","Not Available","","Not Required","","https://damsafety.org/washington"
"Colchuck Lake Dam","","","WA00227","","WA00227","ICICLE & PESHASTIN IRRIGATION DISTRICT","Public Utility","Public Utility","CH45-0227","0","CC WARD","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","47.494702","-120.836292","Chelan","Washington","LEAVENWORTH","14","COLCHUCK CREEK","Congressional District 08, Washington","Kim Schrier (D)","S10 T23 R16E","","","","","","","","","Irrigation","Irrigation;Recreation","Rockfill","Rockfill;Earth","Concrete;Unlisted/Unknown","Rock;Soil","17.6","17.6","17.6","17.6","Less than 25 feet","68","0","1930","1930-1939","1548","1548","1063","78","1.41","","","0","0","0","0","","","2021-06-18","2018-08-13","5","High","Satisfactory","2016-06-29","Yes","2021-06-18","https://damsafety.org/washington"
"Mountain Pond Dam","Broetje Mountain Pond Dam","","WA01860","","WA01860","FIRST FRUITS","Private","Private","WW33-1860","0","SCM CONSULTANTS","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","46.33051472","-118.7167463","Walla Walla","Washington","NONE","0","SNAKE R. - OFFSTREAM","Congressional District 05, Washington","Cathy McMorris Rodgers (R)","S20 T10 R33E","","","","","","","","","Irrigation","Irrigation","Earth","Earth","Concrete","Rock;Soil","22","22","40","40","25-50 feet","1000","0","1992","1990-1999","26","26","22","2","0.01","50","","0","0","0","0","","","2021-04-09","2018-10-17","5","High","Fair","2018-10-17","Yes","2019-01-11","https://damsafety.org/washington"
"Cle Elum Dike 3","","","WA00274","S004","WA00274S004","RECLAMATION","Federal","Federal","","0","DOI WPRS","","No","No","","No","No","No","Bureau of Reclamation","47.254400000000004","-121.0626","Kittitas","Washington","CLE ELUM","10","CLE ELUM RIVER","Congressional District 08, Washington","Kim Schrier (D)","S2,?Ã¡T20N,?Ã¡R14E","Bureau of Reclamation","Bureau of Reclamation","","","Bureau of Reclamation","Bureau of Reclamation","Bureau of Reclamation","","","","Earth","Earth","","","13","","","13","Less than 25 feet","108","0","1932","1930-1939","437000","437000","437000","4812","","","","0","0","0","0","","","2021-05-24","2020-08-12","1","Low","Not Available","","Yes","2020-06-19","https://damsafety.org/washington"
"N Marysville Regional Stormwater Pond No 2","","","WA00735","","WA00735","MARYSVILLE CITY","Local Government","Local Government","SN07-0735","","","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","48.1268","-122.17500000000001","Snohomish","Washington","","","","Congressional District 02, Washington","","","","","","","","","","","Flood Risk Reduction","Flood Risk Reduction","Earth","Earth","","","7","7","7","7","Less than 25 feet","","","2015","Since 2000","82","82","14","","0.02","","","","","","","","","2021-04-09","2014-09-11","5","High","Satisfactory","2013-02-01","Yes","2017-07-01","https://damsafety.org/washington"
"Johnson Pond Dam","","","WA01999","","WA01999","KING COUNTY NAT RESOURCES","Local Government","Local Government","KI08-1999","0","","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","47.66287051","-122.0500332","King","Washington","NONE","0","OFFSTREAM - RUTHERFORD CREEK","Congressional District 01, Washington","Suzan K. DelBene (D)","S9 T25 R6E","","","","","","","","","Flood Risk Reduction","Recreation;Flood Risk Reduction","Earth","Earth","Earth","Soil","15","15","15","15","Less than 25 feet","130","0","2012","Since 2000","25","25","19.5","2.6","0.14","10","","0","0","0","0","","","2021-04-09","2016-08-24","5","High","Satisfactory","2016-08-24","Yes","2019-03-28","https://damsafety.org/washington"
"Cushman No 1","Upper Cushman Dam","","WA00145","","WA00145","City of Tacoma","Public Utility","Public Utility","00460-01-01","2","","","No","No","","No","No","No","Federal Energy Regulatory Commission","47.422835","-123.222565","Mason","Washington","Skokomish Indian Res                              ","15","North Fork Skokomish River    ","Congressional District 06, Washington","Derek Kilmer (D)","T22N,R4W,S5,WM","","","","","Federal Energy Regulatory Commission","Federal Energy Regulatory Commission","","","Hydroelectric","Recreation;Hydroelectric","Arch","Arch;Earth;Concrete","Concrete","Rock","235","250","271.5","271.5","Greater than 100 feet","1111","90000","1926","1920-1929","482757","482757","453350","4010","95","","None","","","","","","","2021-06-14","2020-09-30","1","High","Not Available","","Yes","2021-02-05","https://damsafety.org/washington"
"Cle Elum","","","WA00274","","WA00274","RECLAMATION","Federal","Federal","","4","DOI WPRS","","No","No","","No","No","No","Bureau of Reclamation","47.2462","-121.0737","Kittitas","Washington","CLE ELUM","10","CLE ELUM RIVER","Congressional District 08, Washington","Kim Schrier (D)","S10, T20, R14E","Bureau of Reclamation","Bureau of Reclamation","","","Bureau of Reclamation","Bureau of Reclamation","Bureau of Reclamation","","Flood Risk Reduction","Irrigation;Recreation;Flood Risk Reduction","Earth","Earth","Earth","Soil","124","124","165","165","Greater than 100 feet","1801","1411000","1932","1930-1939","710000","710000","437000","4812","206","40000","","201","0","0","0","","","2021-05-24","2020-08-12","1","High","Not Available","","Yes","2020-06-19","https://damsafety.org/washington"
