provider_id,nhdpv2_COMID,nhdpv2_REACHCODE,nhdpv2_REACH_measure,Type_HUC12,Type_Gages,Type_TE,Type_NID,Type_WBIn,Type_WBOut,Type_Conf,Dam Name,Other Names,Former Names,Other Structure ID,Federal ID,Owner Names,Owner Types,Primary Owner Type,State or Federal Agency ID,Number of Associated Structures,Designer Names,Non-Federal Dam on Federal Property,State Regulated Dam,State Jurisdictional Dam,State Regulatory Agency,State Permitting Authority,State Inspection Authority,State Enforcement Authority,Source Agency,Latitude,Longitude,County,State,City,Distance to Nearest City (Miles),River or Stream Name,Congressional Representative District,Congressional Representative,"Section, Township, or Range Location",Federal Agency Owners,Federal Agency Involvement Funding,Federal Agency Involvement Design,Federal Agency Involvement Construction,Federal Agency Involvement Regulatory,Federal Agency Involvement Inspection,Federal Agency Involvement Operation,Federal Agency Involvement Other,Primary Purpose,Purposes,Primary Dam Type,Dam Types,Core Types,Foundation,Dam Height (Ft),Hydraulic Height (Ft),Structural Height (Ft),NID Height (Ft),NID Height Category,Dam Length (Ft),Volume (Cubic Yards),Year Completed,Year Completed Category,NID Storage (Acre-Ft),Max Storage (Acre-Ft),Normal Storage (Acre-Ft),Surface Area (Acres),Drainage Area (Sq Miles),Max Discharge (Cubic Ft/Second),Spillway Type,Spillway Width (Ft),Number of Locks,Length of Locks,Lock Width (Ft),Years Modified,Outlet Gate Type,Data Last Updated,Last Inspection Date,Inspection Frequency,Hazard Potential Classification,Condition Assessment,Condition Assessment Date,EAP Prepared,EAP Last Revision Date,Website URL
73309,20476136,15070102009180,0,150701020604,NA,NA,AZ00002,NA,NA,42136,Cave Creek,NA,NA,NA,AZ00002,FLOOD CONTROL DISTRICT OF MARICOPA COUNTY,Local Government,Local Government,NA,0,NA,NA,Yes,Yes,ARIZONA DEPARTMENT OF WATER RESOURCES,Yes,Yes,Yes,Arizona,33.72583,-112.04639,Maricopa,Arizona,PHOENIX,6,CAVE CREEK,"Congressional District 06, Arizona",David Schweikert (R),"S4, T4N, R3E",NA,NA,NA,NA,NA,NA,NA,NA,Flood Risk Reduction,Flood Risk Reduction,Multi-Arch,Multi-Arch,Concrete,Soil,44,44,120,120,Greater than 100 feet,1672,0,1923,1920-1929,14000,14000,0,660,162,20000,Uncontrolled,400,0,0,0,NA,NA,2021-04-02,2018-11-29,5,Low,Not Rated,NA,Not Required,NA,https://damsafety.org/arizona
73641,20603440,15010013004041,0,NA,09418200,NA,NV10002,NA,NA,NA,Mathews Canyon Dam,Mathews Canyon Reservoir,NA,NA,NV10002,USACE - Los Angeles District,Federal,Federal,NA,0,CESPL,No,No,No,NA,No,No,No,US Army Corps of Engineers,37.498901103,-114.223933714,Lincoln,Nevada,CALIENTE,20,MATHEWS CANYON,"Congressional District 04, Nevada",Steven Horsford (D),NA,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Flood Risk Reduction,Flood Risk Reduction,Earth,Earth,NA,NA,71,66,0,71,51-100 feet,806,0,1957,1950-1959,12420,12420,0,1,34,13060,Uncontrolled,50,0,0,0,NA,None,2021-10-12,2020-07-28,5,High,Not Available,NA,Yes,2015-03-13,NA
73642,22071068,15010015000168,0,NA,09419790,NA,NV10153,NA,NA,NA,Lake Las Vegas,Lake Adair,Lake At Las Vegas,NA,NV10153,LAKE LAS VEGAS MASTER ASSOCIATION,Private,Private,J-232,0,KIMLEY-HORN;RBF CONSULTING;TIPTON & KALMBACH,NA,Yes,Yes,NEVADA DWR,Yes,Yes,Yes,Nevada,36.1197,-114.9097,Clark,Nevada,NONE,0,LAS VEGAS WASH,"Congressional District 03, Nevada",Susie Lee (D),215 S21 E63 14D,NA,NA,NA,NA,NA,NA,NA,NA,Recreation,Recreation,Earth,Earth,Earth,Rock;Soil,133,123,165,165,Greater than 100 feet,4208,2550000,1991,1990-1999,10600,10600,9960,320,140,90700,Controlled,300,0,0,0,1997O;1998H,Uncontrolled;Slide (sluice gate),2021-04-05,2018-04-20,3,Significant,Fair,2006-03-01,Yes,2019-02-11,https://damsafety.org/nevada
73643,22071070,15010015000169,0,NA,09419756,NA,NV10591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73654,20585834,15020001000075,0,NA,09383550,NA,AZ00008,NA,NA,NA,Nelson,NA,NA,NA,AZ00008,ARIZONA GAME & FISH DEPARTMENT,State,State,NA,0,NA,NA,Yes,Yes,ARIZONA DEPARTMENT OF WATER RESOURCES,Yes,Yes,Yes,Arizona,34.05972,-109.19444,Apache,Arizona,SPRINGERVILLE,9,NUTRIOSO CREEK,"Congressional District 01, Arizona",Tom O'Halleran (D),"S28, T8N, R30E",NA,NA,NA,NA,NA,NA,NA,NA,Irrigation,Irrigation;Recreation,Earth,Earth,Earth,Soil,34,34,NA,34,25-50 feet,335,0,1890,Before 1900,900,900,770,101,81,2200,Uncontrolled,58,0,0,0,NA,NA,2021-04-02,2020-05-14,5,Low,Not Rated,NA,Not Required,NA,https://damsafety.org/arizona
73667,21755408,15020005000145,0,NA,09391000,NA,AZ00023,NA,NA,NA,Jaques,NA,NA,NA,AZ00023,CITY OF SHOW LOW,Local Government,Local Government,NA,0,NA,NA,Yes,Yes,ARIZONA DEPARTMENT OF WATER RESOURCES,Yes,Yes,Yes,Arizona,34.19722,-110,Navajo,Arizona,SHOW LOW,4,SHOW LOW CREEK,"Congressional District 01, Arizona",Tom O'Halleran (D),"S10, T9N, R22E",NA,NA,NA,NA,NA,NA,NA,NA,Other,Recreation;Other,Earth,Earth,Earth,Rock,65,NA,81,81,51-100 feet,1970,370000,1953,1950-1959,8160,8160,6000,186,65,10000,Uncontrolled,220,0,0,0,NA,NA,2021-04-02,2020-08-27,1,High,Poor,2017-09-20,Yes,NA,https://damsafety.org/arizona
73690,10005034,15030104003355,0,NA,09429490,NA,CA10159,NA,NA,NA,Imperial Diversion,NA,NA,NA,CA10159,RECLAMATION,Federal,Federal,NA,0,NA,NA,No,No,NA,No,No,No,Bureau of Reclamation,32.8833,-114.467,Imperial,California,YUMA,20,COLORADO RIVER,"Congressional District 51, California",Juan Vargas (D),NA,Bureau of Reclamation,Bureau of Reclamation,NA,NA,Bureau of Reclamation,Bureau of Reclamation,Bureau of Reclamation,Bureau of Reclamation,Irrigation,Irrigation,Buttress,Buttress;Concrete;Other,Bituminous Concrete,Rock,85,23,85,85,51-100 feet,3475,196800,1937,1930-1939,160000,160000,74000,7000,5756,180000,Uncontrolled,0,0,0,0,NA,NA,2021-05-24,2020-07-08,1,High,Not Available,NA,Yes,2017-08-24,https://damsafety.org/california
73693,10010638,15030104004019,5.20065,NA,09429010,NA,AZ10314,NA,NA,NA,Palo Verde Diversion,NA,NA,NA,AZ10314,PALO VERDE IRRIGATION DISTRICT,Private,Private,NA,0,NA,NA,Yes,Yes,ARIZONA DEPARTMENT OF WATER RESOURCES,Yes,Yes,Yes,Arizona,33.7325,-114.51083,Riverside,California,MAYFLOWER,0,COLORADO RIVER,"Congressional District 36, California",Raul Ruiz (D),"S19, T5N, R24",NA,NA,NA,NA,NA,NA,NA,NA,Irrigation,Irrigation,Earth,Earth,Earth,Unlisted/Unknown,46,NA,50,50,25-50 feet,1296,157000,1958,1950-1959,5000,NA,5000,NA,NA,75000,Uncontrolled,285,0,0,0,NA,NA,2021-04-02,2010-01-06,5,Low,Not Rated,NA,Not Required,NA,https://damsafety.org/california
73713,21320525,15040005004231,0,NA,09469000,NA,AZ10436,NA,21318615,NA,Coolidge,NA,NA,NA,AZ10436,BIA,Federal,Federal,NA,0,NA,NA,No,No,NA,No,No,No,Bureau of Indian Affairs,33.17485,-110.5279,Gila,Arizona,HAYDEN,21,GILA RIVER,"Congressional District 01, Arizona",Tom O'Halleran (D),S17 T3S R18E 14,Bureau of Indian Affairs,Bureau of Indian Affairs,Bureau of Indian Affairs,Bureau of Indian Affairs,Bureau of Indian Affairs,Bureau of Indian Affairs,Bureau of Indian Affairs,Bureau of Indian Affairs,Irrigation,Irrigation,Concrete,Concrete,NA,NA,NA,NA,250,250,Greater than 100 feet,920,0,1931,1930-1939,912500,NA,912500,NA,NA,NA,Controlled,0,0,0,0,NA,NA,2018-10-04,NA,5,High,Not Available,NA,Yes,NA,https://damsafety.org/arizona
73837,22070044,15010015000193,0,NA,09419688,2322,NV10579,NA,NA,NA,Clark Station Evaporation Pond B,NA,NA,NA,NV10579,NV ENERGY,Public Utility,Public Utility,J-535,0,NA,NA,Yes,Yes,NEVADA DWR,Yes,Yes,Yes,Nevada,36.0902,-115.0522,Clark,Nevada,LAS VEGAS,0,DUCK CREEK-OS,"Congressional District 01, Nevada",Dina Titus (D),212 S21 E62 28DD,NA,NA,NA,NA,NA,NA,NA,NA,Other,Other,Earth,Earth,Plastic,Soil,19,17,19,19,Less than 25 feet,1900,64000,1982,1980-1989,77,77,58,3.5,0.1,0,None,0,0,0,0,NA,None,2021-04-05,2019-04-22,5,Low,Satisfactory,2008-04-22,Not Required,NA,https://damsafety.org/nevada
73837,22070044,15010015000193,0,NA,09419688,2322,NV10582,NA,NA,NA,Clark Station Evaporation Pond E,NA,NA,NA,NV10582,NV ENERGY,Public Utility,Public Utility,J-535,0,NA,NA,Yes,Yes,NEVADA DWR,Yes,Yes,Yes,Nevada,36.089400000000005,-115.0528,Clark,Nevada,LAS VEGAS,0,DUCK CREEK-OS,"Congressional District 01, Nevada",Dina Titus (D),212 S21 E62 28DD,NA,NA,NA,NA,NA,NA,NA,NA,Other,Other,Earth,Earth,Plastic,Soil,13,11,13,13,Less than 25 feet,1700,13000,1982,1980-1989,50,50,35,3.2,0.1,0,None,0,0,0,0,NA,None,2021-04-05,2019-04-22,5,Low,Satisfactory,2008-04-22,Not Required,NA,https://damsafety.org/nevada
73837,22070044,15010015000193,0,NA,09419688,2322,NV10578,NA,NA,NA,Clark Station Evaporation Pond A,NA,NA,NA,NV10578,NV ENERGY,Public Utility,Public Utility,J-535,0,NA,NA,Yes,Yes,NEVADA DWR,Yes,Yes,Yes,Nevada,36.0905,-115.0498,Clark,Nevada,LAS VEGAS,0,DUCK CREEK-OS,"Congressional District 01, Nevada",Dina Titus (D),212 S21 E62 28DD,NA,NA,NA,NA,NA,NA,NA,NA,Other,Other,Earth,Earth,Plastic,Soil,17,15,17,17,Less than 25 feet,2000,74000,1982,1980-1989,71,71,52,3.5,0.1,0,None,0,0,0,0,NA,None,2021-04-05,2019-04-22,5,Low,Fair,2008-04-22,Not Required,NA,https://damsafety.org/nevada
73844,21412867,15030107000002,89.59709,NA,09522000,120,AZ10005,NA,NA,NA,Morelos Diversion,NA,NA,NA,AZ10005,IBWC,Federal,Federal,NA,0,MINHYDRES,NA,No,No,NA,No,No,No,International Boundary and Water Commission,32.70500183,-114.7279968,Yuma,Arizona,YUMA,12,COLORADO,"Congressional District 03, Arizona",Ra̼l M. Grijalva (D),NA,International Boundary and Water Commission,International Boundary and Water Commission,International Boundary and Water Commission,International Boundary and Water Commission,International Boundary and Water Commission,US Army Corps of Engineers,International Boundary and Water Commission,US Army Corps of Engineers,Irrigation,Irrigation,Concrete,Concrete,Concrete;Unlisted/Unknown,Soil,11,18,37,37,25-50 feet,1304,0,1950,1950-1959,1160,1160,0,NA,NA,140000,Uncontrolled,1202,0,0,0,1984,Tainter (radial),2018-06-20,2016-11-29,5,Not Available,Not Available,NA,Not Required,NA,https://damsafety.org/arizona
73845,21412867,15030107000002,89.59709,NA,09532500,120,AZ10005,NA,NA,NA,Morelos Diversion,NA,NA,NA,AZ10005,IBWC,Federal,Federal,NA,0,MINHYDRES,NA,No,No,NA,No,No,No,International Boundary and Water Commission,32.70500183,-114.7279968,Yuma,Arizona,YUMA,12,COLORADO,"Congressional District 03, Arizona",Ra̼l M. Grijalva (D),NA,International Boundary and Water Commission,International Boundary and Water Commission,International Boundary and Water Commission,International Boundary and Water Commission,International Boundary and Water Commission,US Army Corps of Engineers,International Boundary and Water Commission,US Army Corps of Engineers,Irrigation,Irrigation,Concrete,Concrete,Concrete;Unlisted/Unknown,Soil,11,18,37,37,25-50 feet,1304,0,1950,1950-1959,1160,1160,0,NA,NA,140000,Uncontrolled,1202,0,0,0,1984,Tainter (radial),2018-06-20,2016-11-29,5,Not Available,Not Available,NA,Not Required,NA,https://damsafety.org/arizona
74151,945010243,15010011001171,0,NA,NA,NA,NV10346,NA,NA,56781,Old Place Dike #3,NA,NA,NA,NV10346,NEVADA DEPARTMENT OF WILDLIFE,State,State,J-131,0,SHARP KRATER & ASSOCIATES,NA,Yes,Yes,NEVADA DWR,Yes,Yes,Yes,Nevada,38.42,-115.0797,Nye,Nevada,HIKO,80,WHITE RIVER,"Congressional District 04, Nevada",Steven Horsford (D),207 N07 E61 35D,NA,NA,NA,NA,NA,NA,NA,NA,Fish and Wildlife Pond,Fish and Wildlife Pond;Recreation,Earth,Earth,Earth,Soil,8,5,10,10,Less than 25 feet,1416,6200,1974,1970-1979,57,57,50,43,790,10000,Uncontrolled,550,0,0,0,NA,Other Controlled,2021-04-05,2016-03-30,5,Low,Not Rated,NA,Not Required,NA,https://damsafety.org/nevada
74248,22069814,15010015000283,0,NA,NA,NA,NV10584,NA,NA,79821,Cheyenne Peaking Detention Basin,NA,NA,NA,NV10584,CITY OF NORTH LAS VEGAS,Local Government,Local Government,J-538,0,VTN NEVADA,NA,Yes,Yes,NEVADA DWR,Yes,Yes,Yes,Nevada,36.2196,-115.1121,Clark,Nevada,NORTH LAS VEGAS,0,LAS VEGAS WASH-TR,"Congressional District 04, Nevada",Steven Horsford (D),212 S20 E61 12CC,NA,NA,NA,NA,NA,NA,NA,NA,Flood Risk Reduction,Flood Risk Reduction,Earth,Earth,Earth,Soil,25,20,15,25,25-50 feet,4735,47000,2005,Since 2000,638,638,0,33.6,71.8,71400,Uncontrolled,713,0,0,0,NA,Uncontrolled,2021-04-05,2020-12-01,1,High,Fair,2013-10-29,Yes,2008-03-01,https://damsafety.org/nevada
74505,20524941,15020015000029,0,NA,NA,NA,AZ00218,NA,NA,49117,Walnut Canyon,NA,NA,NA,AZ00218,WARREN AND JOAN SMITH,Private,Private,NA,0,NA,NA,Yes,Yes,ARIZONA DEPARTMENT OF WATER RESOURCES,Yes,Yes,Yes,Arizona,35.166109999999996,-111.47583,Coconino,Arizona,WINONA,5.5,WALNUT CREEK,"Congressional District 01, Arizona",Tom O'Halleran (D),"S31, T21N, R9E",NA,NA,NA,NA,NA,NA,NA,NA,Irrigation,Irrigation,Masonry,Masonry,NA,Rock,41,NA,70,70,51-100 feet,320,0,1881,Before 1900,423,423,0,27,126,NA,None,0,0,0,0,NA,NA,2021-04-02,2021-03-22,1,High,Poor,2017-10-25,No,NA,https://damsafety.org/arizona
74948,21303219,15040006001025,0,NA,NA,NA,AZ20028,NA,NA,1889575,Slick Rock Detention Dam,NA,NA,NA,AZ20028,DOI BLM,Federal,Federal,L63340,0,BUREAU OF LAND MANAGEMENT,NA,No,No,NA,No,No,No,Bureau of Land Management,32.72399,-109.47577,Graham,Arizona,"SOLOMON, AZ",13,SLICK ROCK WASH,"Congressional District 01, Arizona",Tom O'Halleran (D),"S22, 0080S, 0280E",Bureau of Land Management,Bureau of Land Management,Bureau of Land Management,Bureau of Land Management,Bureau of Land Management,Bureau of Land Management,Bureau of Land Management,NA,Other,Other,Gravity,Gravity,Earth;Unlisted/Unknown,Unlisted/Unknown,NA,30,35,35,25-50 feet,1920,158000,1981,1980-1989,1418.2,1418.2,1022.1,98,58.1,3604,NA,NA,0,0,0,NA,NA,2021-04-29,2009-05-13,5,Low,Not Rated,NA,Not Required,NA,https://damsafety.org/arizona
75142,15862419,15050306000007,0,NA,NA,NA,AZ82906,NA,NA,39210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75379,20428958,15070101000131,0,NA,NA,NA,AZ00106,NA,NA,31261,Gillespie,NA,NA,NA,AZ00106,"GILLESPIE DAM INVESTMENTS, LLC",Private,Private,NA,0,NA,NA,Yes,Yes,ARIZONA DEPARTMENT OF WATER RESOURCES,Yes,Yes,Yes,Arizona,33.22944,-112.78306,Maricopa,Arizona,GILA BEND,18,GILA RIVER,"Congressional District 03, Arizona",Ra̼l M. Grijalva (D),"S28, T2S, R5W",NA,NA,NA,NA,NA,NA,NA,NA,Irrigation,Irrigation,Multi-Arch,Multi-Arch,Earth,Soil,21,26.7,66,66,51-100 feet,1768,0,1921,1920-1929,3600,3600,0,80,4965,130000,Uncontrolled,1657,0,0,0,NA,NA,2021-04-02,2020-09-24,3,Significant,Not Rated,NA,Yes,NA,https://damsafety.org/arizona
75783,4562372,16010202005070,0,160102020706,10118000,NA,UT00079,NA,NA,NA,Cutler,NA,NA,NA,UT00079,PacifiCorp,Private,Private,02420-01-01,1,NA,NA,Yes,Yes,Utah Division of Water Rights,Yes,Yes,Yes,Federal Energy Regulatory Commission,41.8363,-112.0483,Cache,Utah,Collingston,6,Bear River,"Congressional District 01, Utah",Rob Bishop (R),"S.27,T.13N,R.2W,SLM",NA,NA,NA,NA,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,NA,NA,Irrigation,Irrigation;Recreation;Hydroelectric,Concrete,Arch;Gravity;Concrete,Concrete,Rock,126,109,126,126,Greater than 100 feet,550,NA,1927,1920-1929,15300,15300,12640,5460,6267,21600,Controlled,120,NA,NA,NA,NA,Tainter (radial),2021-06-14,2020-09-30,1,High,Not Available,NA,Yes,2020-12-30,https://damsafety.org/utah
75872,10277316,16020102006621,0,160201020104,10134500,NA,UT10119,NA,NA,NA,East Canyon,NA,NA,NA,UT10119,RECLAMATION,Federal,Federal,NA,0,NA,NA,No,No,NA,No,No,No,Bureau of Reclamation,40.9204,-111.6009,Morgan,Utah,PORTERSVILLE,7,EAST CANYON CREEK,"Congressional District 01, Utah",Rob Bishop (R),"S10, T2N, R3E",Bureau of Reclamation,Bureau of Reclamation,NA,NA,Bureau of Reclamation,Bureau of Reclamation,Bureau of Reclamation,Bureau of Reclamation,Flood Risk Reduction,Irrigation;Water Supply;Flood Risk Reduction,Concrete,Arch;Concrete,Bituminous Concrete,Rock,260,195,260,260,Greater than 100 feet,436,35716,1965,1960-1969,58350,58350,51200,684,145,6200,Uncontrolled,50,0,0,0,NA,NA,2021-05-24,2020-07-07,1,High,Not Available,NA,Yes,2020-09-30,https://damsafety.org/utah
75873,10275998,16020102006666,0,160201020305,NA,NA,UT10132,NA,10273702,NA,Pineview,NA,NA,NA,UT10132,RECLAMATION,Federal,Federal,NA,0,RECLAMATION,NA,No,No,NA,No,No,No,Bureau of Reclamation,41.2546,-111.8422,Weber,Utah,OGDEN,14,OGDEN RIVER,"Congressional District 01, Utah",Rob Bishop (R),"S16, T6N, R1E",Bureau of Reclamation,Bureau of Reclamation,NA,NA,Bureau of Reclamation,Bureau of Reclamation,Bureau of Reclamation,NA,Irrigation,Irrigation,Rockfill,Rockfill;Earth,NA,NA,NA,103,137,137,Greater than 100 feet,600,418000,1937,1930-1939,116150,116150,110150,2874,298,2400,Controlled,24,0,0,0,1993E;1993S;2004E;2004S,NA,2021-05-24,2020-09-11,1,High,Not Available,NA,Yes,2020-06-17,https://damsafety.org/utah
75890,10328197,16020201000908,79.87646,160202011001,NA,NA,UT00472,NA,NA,NA,North Utah County - Dry Creek,NA,NA,NA,UT00472,NORTH UTAH COUNTY WATER CONS. DIST.,Local Government,Local Government,UT00472,0,USDA NRCS,NA,Yes,Yes,Utah Division of Water Rights,Yes,Yes,Yes,Utah,40.42974248,-111.8217108,Utah,Utah,LEHI,3,DRY CREEK,"Congressional District 03, Utah",John R. Curtis (R),"34,4S~1E SL",NA,NA,Natural Resources Conservation Service,NA,NA,NA,NA,NA,Flood Risk Reduction,Flood Risk Reduction,Earth,Earth,NA,NA,NA,22,37,37,25-50 feet,721,NA,1962,1960-1969,226,NA,226,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,2021-05-24,2020-12-17,2,High,Fair,NA,Yes,NA,https://damsafety.org/utah
75922,10373626,16020203000059,74.99019,160202030204,NA,NA,UT10204,NA,NA,NA,Jordanelle,NA,NA,NA,UT10204,RECLAMATION,Federal,Federal,NA,0,RECLAMATION,NA,No,No,NA,No,No,No,Bureau of Reclamation,40.5978,-111.4246,Wasatch,Utah,HEBER,5,PROVO,"Congressional District 03, Utah",John R. Curtis (R),"S31, T2S, R5E",Bureau of Reclamation,Bureau of Reclamation,NA,NA,Bureau of Reclamation,Bureau of Reclamation,Bureau of Reclamation,NA,Water Supply,Water Supply,Earth,Earth,NA,NA,NA,296,391,391,Greater than 100 feet,3820,14500000,1993,1990-1999,363000,363000,0,NA,NA,3800,NA,0,0,0,0,NA,NA,2021-05-24,2020-07-09,1,High,Not Available,NA,Yes,2020-06-17,https://damsafety.org/utah
75937,10389524,16020204000022,0,160202040205,10168840,NA,UT00531,NA,NA,1908628,Salt Lake Co-Creekside Park (Big Cttnwd),NA,NA,NA,UT00531,SALT LAKE COUNTY PUBLIC WORKS,Local Government,Local Government,UT00531,0,NA,NA,Yes,Yes,Utah Division of Water Rights,Yes,Yes,Yes,Utah,40.66851749,-111.8491023,Salt Lake,Utah,HOLLADAY,0.3,BIG COTTONWOOD CREEK,"Congressional District 04, Utah",Ben McAdams (D),"09,2S~1E SL",NA,NA,NA,NA,NA,NA,NA,NA,Flood Risk Reduction,Flood Risk Reduction,Earth,Earth,NA,NA,NA,11,16,16,Less than 25 feet,1400,NA,1969,1960-1969,90,NA,90,NA,53.1,NA,NA,NA,NA,NA,NA,NA,NA,2021-03-17,2020-09-17,2,High,Fair,NA,Yes,NA,https://damsafety.org/utah
75939,10389480,16020204000040,0,160202040305,10170250,NA,UT00645,NA,NA,1908694,Salt Lake County - Scott Avenue,NA,NA,NA,UT00645,SALT LAKE COUNTY PUBLIC WORKS,Local Government,Local Government,UT00645,0,NA,NA,Yes,Yes,Utah Division of Water Rights,Yes,Yes,Yes,Utah,40.69851747,-111.8674364,Salt Lake,Utah,SOUTH SALT LAKE,0.1,MILL CREEK,"Congressional District 04, Utah",Ben McAdams (D),"32,1S~1E SL",NA,NA,NA,NA,NA,NA,NA,NA,Flood Risk Reduction,Flood Risk Reduction,Earth,Earth,NA,NA,NA,10,12,12,Less than 25 feet,2200,NA,1987,1980-1989,71,71,59,NA,26.8,NA,NA,NA,NA,NA,NA,NA,NA,2021-03-17,2020-09-17,2,High,Fair,NA,Yes,NA,https://damsafety.org/utah
75944,10390242,16020204000450,47.21947,160202040303,10172000,NA,UT00647,NA,NA,NA,Salt Lake County-Rotary Glen Park,NA,NA,NA,UT00647,SALT LAKE COUNTY PUBLIC WORKS,Local Government,Local Government,UT00647,0,NA,NA,Yes,Yes,Utah Division of Water Rights,Yes,Yes,Yes,Utah,40.75202215,-111.8073326,Salt Lake,Utah,SALT LAKE,1,EMIGRATION CREEK,"Congressional District 02, Utah",Chris Stewart (R),"11,1S~1E SL",NA,NA,NA,NA,NA,NA,NA,NA,Flood Risk Reduction,Flood Risk Reduction,Earth,Earth,NA,NA,NA,21,25,25,25-50 feet,138,NA,1986,1980-1989,5,NA,5,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,2021-03-17,2020-09-17,2,High,Fair,NA,Yes,NA,https://damsafety.org/utah
75953,10389562,16020204000677,0,160202040204,10168000,NA,UT00548,NA,NA,1908764,Salt Lake County - Wheeler Farm,NA,NA,NA,UT00548,SALT LAKE COUNTY PUBLIC WORKS,Local Government,Local Government,UT00548,0,NA,NA,Yes,Yes,Utah Division of Water Rights,Yes,Yes,Yes,Utah,40.63685062,-111.8624358,Salt Lake,Utah,MURRAY,0.5,LITTLE COTTONWOOD - OFFSTREAM,"Congressional District 04, Utah",Ben McAdams (D),"20,2S~1E SL",NA,NA,NA,NA,NA,NA,NA,NA,Flood Risk Reduction,Flood Risk Reduction,Earth,Earth,NA,NA,NA,7,17,17,Less than 25 feet,650,NA,NA,Undetermined,84,NA,84,NA,37.9,NA,NA,NA,NA,NA,NA,NA,NA,2021-03-17,2020-09-03,3,Significant,Not Rated,NA,Yes,NA,https://damsafety.org/utah
76227,1185771,16020309000022,0,160203090302,NA,NA,ID00007,NA,NA,NA,Curlew Valley,Stone Reservoir,NA,NA,ID00007,NA,Private,Private,17-2000,0,NA,NA,Yes,Yes,IDWR,Yes,Yes,Yes,Idaho,42.0684,-112.6932,Oneida,Idaho,STONE,6,DEEP CREEK  GREAT SALT LAKE,"Congressional District 02, Idaho",Michael K. Simpson (R),35,NA,NA,NA,NA,NA,NA,NA,NA,Other,Other,NA,Earth,Earth,Rock;Soil,40.5,35.5,NA,40.5,25-50 feet,1100,NA,1911,1910-1919,3800,NA,3800,247,253,2524,Controlled,84,NA,NA,NA,2008,Slide (sluice gate),2021-04-05,2020-06-10,2,Significant,Not Available,NA,Not Required,NA,https://damsafety.org/idaho
76247,1189025,16020309001363,0,160203090803,NA,NA,UT00044,NA,NA,NA,Blue Creek,NA,NA,NA,UT00044,BLUE CREEK IRRIGATION COMPANY,Private,Private,UT00044,0,USDA NRCS,NA,Yes,Yes,Utah Division of Water Rights,Yes,Yes,Yes,Utah,41.80851101,-112.459138,Box Elder,Utah,HOWELL,1,BLUE CREEK,"Congressional District 01, Utah",Rob Bishop (R),"06,12N~5W SL",NA,NA,Natural Resources Conservation Service,NA,NA,NA,NA,NA,Irrigation,Irrigation,Earth,Earth,NA,NA,NA,40,45,45,25-50 feet,4600,NA,1904,1900-1909,3127,3127,2185,NA,84,350,NA,NA,NA,NA,NA,NA,NA,2021-05-24,2020-05-19,1,High,Fair,NA,Yes,NA,https://damsafety.org/utah
76286,10819262,16030001004086,0,160300010402,NA,NA,UT00238,NA,NA,NA,Panguitch Lake,NA,NA,NA,UT00238,WEST PANGUITCH IRRIGATION & RESERVOIR,Private,Private,UT00238,0,USDA NRCS,NA,Yes,Yes,Utah Division of Water Rights,Yes,Yes,Yes,Utah,37.72682476,-112.6274371,Garfield,Utah,PANGUITCH,14,PANGUITCH CREEK,"Congressional District 02, Utah",Chris Stewart (R),"34,35S~7W SL",NA,NA,Natural Resources Conservation Service,NA,NA,NA,NA,NA,Irrigation,Irrigation,Other,Other,NA,NA,NA,24,28,28,25-50 feet,265,NA,1872,Before 1900,23550,23550,23550,NA,45.7,NA,NA,NA,NA,NA,NA,NA,NA,2021-05-24,2020-07-17,1,High,Satisfactory,NA,Yes,NA,https://damsafety.org/utah
